State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total   Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
WEST BENGAL,PASCHIM MEDINIPUR,CHANDRAKONA-II,BLOCK,15044,7107.46,6396.71,5311.3,83.03174601,Semi-Critical
WEST BENGAL,PASCHIM MEDINIPUR,DANTAN-I,BLOCK,25707,11001.93,9901.73,4331.47,43.74457797,safe
WEST BENGAL,PASCHIM MEDINIPUR,DANTAN-II,BLOCK,18556,8190.93,7371.83,3645.23,49.44810176,safe
WEST BENGAL,PASCHIM MEDINIPUR,DASPUR-I,BLOCK,16829,7391.26,6652.13,3113.25,46.80079914,safe
WEST BENGAL,PASCHIM MEDINIPUR,DASPUR-II,BLOCK,16546,6570.36,5913.32,1218.09,20.59908816,safe
WEST BENGAL,PASCHIM MEDINIPUR,DEBRA,BLOCK,34241,16202.99,14582.69,9801.99,67.21661093,safe
WEST BENGAL,PASCHIM MEDINIPUR,GARBETA-I,BLOCK,36187,9571.46,8614.31,7024.88,81.54895749,Semi-Critical
WEST BENGAL,PASCHIM MEDINIPUR,GARBETA-II,BLOCK,39255,7942.91,7545.76,4008.18,53.1183075,safe
WEST BENGAL,PASCHIM MEDINIPUR,GARBETA-III,BLOCK,31212,7221.06,6498.96,3868.28,59.52152344,safe
WEST BENGAL,PASCHIM MEDINIPUR,GHATAL,BLOCK,23671,10704.55,9634.1,4365,45.30781287,safe
WEST BENGAL,PASCHIM MEDINIPUR,KESHIARY,BLOCK,29209,11058.6,9952.74,2794.26,28.07528379,safe
WEST BENGAL,PASCHIM MEDINIPUR,KESHPUR,BLOCK,48316,23009.31,20708.37,13421.65,64.81268202,safe
WEST BENGAL,PASCHIM MEDINIPUR,KHARAGPUR-I,BLOCK,40396,15598.22,14038.4,4150.05,29.56212959,safe
WEST BENGAL,PASCHIM MEDINIPUR,KHARAGPUR-II,BLOCK,26563,12240.32,11016.28,7811.92,70.91250404,Semi-Critical
WEST BENGAL,PASCHIM MEDINIPUR,MIDNAPORE,BLOCK,34200,10349.94,9314.95,3853.57,41.3697336,safe
WEST BENGAL,PASCHIM MEDINIPUR,MOHANPUR,BLOCK,13749,6211.88,5590.69,2841,50.8166255,safe
WEST BENGAL,PASCHIM MEDINIPUR,NARAYANGARH,BLOCK,49949,23112.54,20801.28,11908.2,57.24743862,safe
WEST BENGAL,PASCHIM MEDINIPUR,PINGLA,BLOCK,22448,9851.1,8865.99,4698.36,52.99306676,safe
WEST BENGAL,PASCHIM MEDINIPUR,SABANG,BLOCK,30500,12242.79,11018.51,7665.92,69.57310925,safe
WEST BENGAL,PASCHIM MEDINIPUR,SALBANI,BLOCK,55339,17083.71,15943.75,4979.55,31.23198746,safe
WEST BENGAL,PURBA BARDDHAMAN,AUSGRAM-I,BLOCK,22234,8974.13,8277.68,3112.51,37.6012361,safe
WEST BENGAL,PURBA BARDDHAMAN,AUSGRAM-II,BLOCK,36045,13721.94,12349.75,3921.23,31.75149295,safe
WEST BENGAL,PURBA BARDDHAMAN,BHATAR,BLOCK,41501,12276.18,11048.56,5085.17,46.02563592,safe
WEST BENGAL,PURBA BARDDHAMAN,BURDWAN-I,BLOCK,29460,10831.95,9748.76,3578.96,36.71195106,safe
WEST BENGAL,PURBA BARDDHAMAN,BURDWAN-II,BLOCK,18957,9046.2,8141.58,6706.9,82.37835899,Semi-Critical
WEST BENGAL,PURBA BARDDHAMAN,GALSI-I,BLOCK,25737,7123.71,6767.52,1531.88,22.63576613,safe
WEST BENGAL,PURBA BARDDHAMAN,GALSI-II,BLOCK,21909,7952.87,7157.58,1882.14,26.29575918,safe
WEST BENGAL,PURBA BARDDHAMAN,JAMALPUR,BLOCK,26302,11844.55,10660.09,6287.23,58.97914558,safe
WEST BENGAL,PURBA BARDDHAMAN,KALNA-I,BLOCK,17548,7071.31,6364.18,3103.27,48.7615058,safe
WEST BENGAL,PURBA BARDDHAMAN,KALNA-II,BLOCK,17217,6697.26,6027.53,4146.84,68.79833033,safe
WEST BENGAL,PURBA BARDDHAMAN,KATWA-I,BLOCK,17747,6001.91,5401.72,2374.44,43.95710996,safe
WEST BENGAL,PURBA BARDDHAMAN,KATWA-II,BLOCK,17356,5835.54,5543.76,3006.25,54.22763612,safe
WEST BENGAL,PURBA BARDDHAMAN,KETUGRAM-I,BLOCK,19398,5786.93,5208.23,2191.45,42.0766748,safe
WEST BENGAL,PURBA BARDDHAMAN,KETUGRAM-II,BLOCK,16003,5279.25,4751.32,1182.31,24.88382176,safe
WEST BENGAL,PURBA BARDDHAMAN,KHANDAGHOSH,BLOCK,26523,10900.13,9810.12,5195.95,52.96520328,safe
WEST BENGAL,PURBA BARDDHAMAN,MANGOLKOTE,BLOCK,36544,13354.97,12687.22,8539.97,67.31159387,safe
WEST BENGAL,PURBA BARDDHAMAN,MANTESWAR,BLOCK,30519,10866.55,9779.89,8316.78,85.03960678,Semi-Critical
WEST BENGAL,PURBA BARDDHAMAN,MEMARI-I,BLOCK,18684,8594.15,7734.73,5818.22,75.22201809,Semi-Critical
WEST BENGAL,PURBA BARDDHAMAN,MEMARI-II,BLOCK,20159,7962.75,7564.61,3095.7,40.92345805,safe
WEST BENGAL,PURBA BARDDHAMAN,PURBASTHALI-I,BLOCK,14844,5750.31,5175.28,2056.78,39.74239075,safe
WEST BENGAL,PURBA BARDDHAMAN,PURBASTHALI-II,BLOCK,19247,7756.22,6980.6,5930.67,84.95931582,Semi-Critical
WEST BENGAL,PURBA BARDDHAMAN,RAINA-I,BLOCK,26607,10544.96,9490.46,4560.62,48.05478344,safe
WEST BENGAL,PURBA BARDDHAMAN,RAINA-II,BLOCK,22728,9369.21,8432.29,4573.87,54.24232326,safe
WEST BENGAL,PURBA MEDINIPUR,BHAGAWANPUR-I,BLOCK,17424,6658.24,5992.41,636.73,10.62560806,safe
WEST BENGAL,PURBA MEDINIPUR,BHAGAWANPUR-II,BLOCK,18020,7766.11,6989.5,3687.46,52.7571357,safe
WEST BENGAL,PURBA MEDINIPUR,CONTAI-I,BLOCK,15527,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,CONTAI-II,BLOCK,17030,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,CONTAI-III,BLOCK,16052,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,EGRA-I,BLOCK,19710,8868.75,7981.88,4497.86,56.35088475,safe
WEST BENGAL,PURBA MEDINIPUR,EGRA-II,BLOCK,18471,7306.46,6575.82,2286.92,34.77771594,safe
WEST BENGAL,PURBA MEDINIPUR,HALDIA,BLOCK,6544,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,KHEJURI-I,BLOCK,13051,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,KHEJURI-II,BLOCK,13746,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,MAHISADAL,BLOCK,14648,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,MOYNA,BLOCK,15450,6787.47,6108.72,870.17,14.24471902,safe
WEST BENGAL,PURBA MEDINIPUR,NANDA KUMAR,BLOCK,16570,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,NANDIGRAM-I,BLOCK,18184,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,NANDIGRAM-II,BLOCK,10574,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,NANDIGRAM-III,BLOCK,13758,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,PANSKURA-I,BLOCK,24690,9077.81,8170.02,1381.92,16.91452408,safe
WEST BENGAL,PURBA MEDINIPUR,PANSKURA-II,BLOCK,14790,5476.73,4929.06,938.18,19.03364942,safe
WEST BENGAL,PURBA MEDINIPUR,POTASHPUR-I,BLOCK,17226,7625.07,6862.56,4284.5,62.43296962,safe
WEST BENGAL,PURBA MEDINIPUR,POTASHPUR-II,BLOCK,19174,7548.48,6793.63,3326.77,48.96896063,safe
WEST BENGAL,PURBA MEDINIPUR,RAMNAGAR-I,BLOCK,13943,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,RAMNAGAR-II,BLOCK,16327,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,SAHID MATANGINI,BLOCK,9782,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,SUTAHATA,BLOCK,7954,0,0,0,0,Saline
WEST BENGAL,PURBA MEDINIPUR,TAMLUK,BLOCK,12350,0,0,0,0,Saline
WEST BENGAL,PURULIYA,ARSHA,BLOCK,37504,3204.22,2883.8,427.69,14.83077883,safe
WEST BENGAL,PURULIYA,BAGMUNDI,BLOCK,42795,3256.96,2931.26,376.72,12.85181117,safe
WEST BENGAL,PURULIYA,BALARAMPUR,BLOCK,30088,3076.63,2768.97,343.79,12.41580804,safe
WEST BENGAL,PURULIYA,BARABAZAR,BLOCK,41806,3528.23,3175.4,459.4,14.46746867,safe
WEST BENGAL,PURULIYA,BUNDWAN,BLOCK,35125,2778.42,2639.5,234.42,8.881227505,safe
WEST BENGAL,PURULIYA,HURA,BLOCK,38221,3494.22,3144.8,375.15,11.92921648,safe
WEST BENGAL,PURULIYA,JAIPUR,BLOCK,23047,3237.35,2913.61,1798.7,61.73441195,safe
WEST BENGAL,PURULIYA,JHALDA-I,BLOCK,31509,2797.2,2517.48,612.56,24.33226878,safe
WEST BENGAL,PURULIYA,JHALDA-II,BLOCK,25661,2513.77,2262.39,558.59,24.69026118,safe
WEST BENGAL,PURULIYA,KASHIPUR,BLOCK,45131,4177.22,3759.49,451.69,12.01466156,safe
WEST BENGAL,PURULIYA,MANBAZAR-I,BLOCK,38132,3383.52,3045.17,396.12,13.00814076,safe
WEST BENGAL,PURULIYA,MANBAZAR-II,BLOCK,28581,2278.23,2050.4,259.04,12.63363246,safe
WEST BENGAL,PURULIYA,NETURIA,BLOCK,20365,4170.11,3753.1,291.9,7.777570542,safe
WEST BENGAL,PURULIYA,PARA,BLOCK,31259,3220.38,2898.34,480.52,16.5791453,safe
WEST BENGAL,PURULIYA,PUNCHA,BLOCK,33011,3443.14,3098.82,319.44,10.30843999,safe
WEST BENGAL,PURULIYA,PURULIA-I,BLOCK,28150,2477.41,2229.67,575.65,25.81772191,safe
WEST BENGAL,PURULIYA,PURULIA-II,BLOCK,31010,2841.24,2557.12,445.72,17.43054687,safe
WEST BENGAL,PURULIYA,RAGHUNATHPUR-I,BLOCK,20182,1730,1557,334.71,21.49710983,safe
WEST BENGAL,PURULIYA,RAGHUNATHPUR-II,BLOCK,19767,2243.34,2019,305.56,15.13422486,safe
WEST BENGAL,PURULIYA,SANTURI,BLOCK,17969,1568.43,1411.58,205.25,14.54044404,safe
WEST BENGAL,SOUTH 24 PARGANAS,BARUIPUR,BLOCK,23566,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BASANTI,BLOCK,40421,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BHANGAR-I,BLOCK,15362,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BHANGAR-II,BLOCK,16204,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR-I,BLOCK,11636,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR-II,BLOCK,8171,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE-I,BLOCK,4394,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE-II,BLOCK,7801,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,CANNING-I,BLOCK,18787,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,CANNING-II,BLOCK,21493,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR-I,BLOCK,8061,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR-II,BLOCK,9447,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,FALTA,BLOCK,13068,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,GOSABA,BLOCK,29673,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-I,BLOCK,13686,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-II,BLOCK,18625,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,KAKDWIP,BLOCK,25274,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,KULPI,BLOCK,21085,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,KULTALI,BLOCK,30618,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,MAGRAHAT-I,BLOCK,11904,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,MAGRAHAT-II,BLOCK,13693,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,MANDIRBAZAR,BLOCK,11235,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR-I,BLOCK,14730,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR-II,BLOCK,22745,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,NAMKHANA,BLOCK,37062,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,PATHARPRATIMA,BLOCK,48448,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,SAGAR,BLOCK,28211,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,SONARPUR,BLOCK,15175,0,0,0,0,Saline
WEST BENGAL,SOUTH 24 PARGANAS,THAKURPUKUR MAHESTALA,BLOCK,10726,0,0,0,0,Saline
WEST BENGAL,UTTAR DINAJPUR,CHOPRA,BLOCK,48082,15725.71,14153.13,5499.16,38.85472683,safe
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHAR-I,BLOCK,36511,14601.17,13141.05,8726.9,66.40945739,safe
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHAR-II,BLOCK,29869,11548.66,10393.79,7110.97,68.41556352,safe
WEST BENGAL,UTTAR DINAJPUR,HEMTABAD,BLOCK,19182,7120.19,6764.18,1792.65,26.50210373,safe
WEST BENGAL,UTTAR DINAJPUR,ISLAMPUR,BLOCK,32944,11786.84,10608.16,6082.12,57.33435393,safe
WEST BENGAL,UTTAR DINAJPUR,ITAHAR,BLOCK,36240,16705.64,15870.36,5601.88,35.29775002,safe
WEST BENGAL,UTTAR DINAJPUR,KALIAGANJ,BLOCK,30190,11465.63,10892.35,2352.54,21.59809408,safe
WEST BENGAL,UTTAR DINAJPUR,KARANDIGHI,BLOCK,39052,14771.78,13294.6,7253.36,54.558693,safe
WEST BENGAL,UTTAR DINAJPUR,RAIGANJ,BLOCK,47213,17012.7,15311.43,7324.4,47.836159,safe
JHARKHAND,HAZARIBAGH,BARHI,BLOCK,27499,2083.96,1875.56,1036.24,55.24963211,safe
JHARKHAND,HAZARIBAGH,BARKAGAON,BLOCK,38988,4125.6,3713.04,727.42,19.59095512,safe
JHARKHAND,HAZARIBAGH,BARKATHA,BLOCK,22810,1789.63,1610.67,941.75,58.46945681,safe
JHARKHAND,HAZARIBAGH,BISHNUGARH,BLOCK,28084,2116.42,1904.78,1139.59,59.82790663,safe
JHARKHAND,HAZARIBAGH,CHALKUSHA,BLOCK,12100,905,814.5,239.76,29.43646409,safe
JHARKHAND,HAZARIBAGH,CHAUPARAN,BLOCK,39540,5707.06,5136.35,998.7,19.44376843,safe
JHARKHAND,HAZARIBAGH,CHURCHU,BLOCK,16708,1486.12,1411.81,713.63,50.54716994,safe
JHARKHAND,HAZARIBAGH,DARI,BLOCK,12072,1202.14,1142.03,574.59,50.31303906,safe
JHARKHAND,HAZARIBAGH,DARU,BLOCK,11020,1016.08,965.28,697.76,72.28576164,Semi-Critical
JHARKHAND,HAZARIBAGH,HAZARIBAGH,BLOCK,24128,2653.71,2388.34,1141.83,47.80851972,safe
JHARKHAND,HAZARIBAGH,ICHAK,BLOCK,24217,1736.73,1563.06,627.51,40.14625158,safe
JHARKHAND,HAZARIBAGH,KATKAMDAG,BLOCK,13246,1343.29,1208.96,541.02,44.75086024,safe
JHARKHAND,HAZARIBAGH,KATKAMSANDI,BLOCK,24419,1976.76,1877.92,593.33,31.59506262,safe
JHARKHAND,HAZARIBAGH,KEREDARI,BLOCK,29446,4398.54,3958.69,867.65,21.91760406,safe
JHARKHAND,HAZARIBAGH,PADMA,BLOCK,11257,1031.28,928.16,221.47,23.86118773,safe
JHARKHAND,HAZARIBAGH,TATIJHARIA,BLOCK,17128,1266.34,1139.71,582.95,51.14897649,safe
JHARKHAND,GODDA,BASANTRAI,BLOCK,8149,2059.09,1853.18,262.04,14.14001878,safe
JHARKHAND,GODDA,BOARIJOR,BLOCK,25990,4034.59,3631.13,701.8,19.32731684,safe
JHARKHAND,GODDA,GODDA,BLOCK,29930,4383.68,4164.31,855.98,20.55514599,safe
JHARKHAND,GODDA,MAHAGAMA,BLOCK,12955,2594.02,2464.32,485.04,19.68250877,safe
JHARKHAND,GODDA,MEHERMA,BLOCK,9962,1662.51,1579.33,377.76,23.91900363,safe
JHARKHAND,GODDA,PATHARGAMA,BLOCK,13989,1885.32,1696.79,383.28,22.58853482,safe
JHARKHAND,GODDA,POREYAHAT,BLOCK,35205,2674.26,2406.83,854.65,35.50936294,safe
JHARKHAND,GODDA,SUNDERPAHARI,BLOCK,24979,2536.87,2410.03,270.85,11.23844931,safe
JHARKHAND,GODDA,THAKURGHANTI,BLOCK,5243,1231.86,1170,358.44,30.63589744,safe
JHARKHAND,GIRIDIH,BAGODAR,BLOCK,27983,2465.12,2218.61,448.4,20.21085274,safe
JHARKHAND,GIRIDIH,BENGABAD,BLOCK,36154,3343.24,3008.92,980.92,32.60040147,safe
JHARKHAND,GIRIDIH,BIRNI,BLOCK,27997,2137.06,2030.11,1159.98,57.13877573,safe
JHARKHAND,GIRIDIH,DEORI,BLOCK,35876,3457.17,3284.12,838.92,25.54474258,safe
JHARKHAND,GIRIDIH,DHANWAR,BLOCK,34771,3395.53,3225.75,1784.51,55.32077811,safe
JHARKHAND,GIRIDIH,DUMRI,BLOCK,34158,3096.88,2787.19,909.69,32.63824856,safe
JHARKHAND,GIRIDIH,GANDE,BLOCK,32910,3248.22,2923.4,676.06,23.12581241,safe
JHARKHAND,GIRIDIH,GAWAN,BLOCK,35175,3934.12,3737.41,2240.44,59.94632647,safe
JHARKHAND,GIRIDIH,GIRIDIH,BLOCK,38141,2950.93,2803.38,2351.54,83.88231349,Semi-Critical
JHARKHAND,GIRIDIH,JAMUA,BLOCK,38548,3497.07,3322.1,1536.72,46.25748773,safe
JHARKHAND,GIRIDIH,PIRTANR,BLOCK,38245,3638.08,3274.26,609.76,18.62283386,safe
JHARKHAND,GIRIDIH,SARIA,BLOCK,27266,2416.55,2174.9,598.04,27.4973562,safe
JHARKHAND,GIRIDIH,TISRI,BLOCK,32855,4162.96,3746.66,411.12,10.97297326,safe
JHARKHAND,DEOGHAR,DEOGHAR,BLOCK,32745,2692.98,2558.33,1222.41,47.78156063,safe
JHARKHAND,DEOGHAR,DEVIPUR,BLOCK,21361,1650.12,1567.61,589.87,37.62861936,safe
JHARKHAND,DEOGHAR,KARON,BLOCK,9748,988.08,889.27,633.5,71.23820662,Semi-Critical
JHARKHAND,DEOGHAR,MADHUPUR,BLOCK,19821,1825.8,1734.51,828.11,47.74316666,safe
JHARKHAND,DEOGHAR,MARGOMUNDA,BLOCK,10528,854.74,812,435.87,53.67857143,safe
JHARKHAND,DEOGHAR,MOHANPUR,BLOCK,23713,1817.04,1726.19,787.82,45.63924018,safe
JHARKHAND,DEOGHAR,PALOJORI,BLOCK,24298,1751.3,1576.17,950.63,60.31265663,safe
JHARKHAND,DEOGHAR,SARATH,BLOCK,23006,2205.18,2094.92,914.27,43.64223932,safe
JHARKHAND,DEOGHAR,SARWAN,BLOCK,14223,1701.54,1616.46,1251.92,77.44825112,Semi-Critical
JHARKHAND,DEOGHAR,SONARAITHADHI,BLOCK,11255,967.07,870.36,628.39,72.19886024,Semi-Critical
JHARKHAND,GUMLA,ALBERT EKKA,BLOCK,16232,1113.08,1001.78,332.52,33.19291661,safe
JHARKHAND,GUMLA,BASIA,BLOCK,33816,3165.49,2848.94,468.37,16.44014967,safe
JHARKHAND,GUMLA,BHARNO,BLOCK,24244,1402.81,1262.53,126.4,10.01164329,safe
JHARKHAND,GUMLA,BISHUNPUR,BLOCK,41105,2793.73,2514.36,515.84,20.51575749,safe
JHARKHAND,GUMLA,CHAINPUR,BLOCK,35608,2412.85,2171.57,277.27,12.76818155,safe
JHARKHAND,GUMLA,DUMRI,BLOCK,28861,2099.82,1994.8,219.13,10.98506116,safe
JHARKHAND,GUMLA,GHAGHRA,BLOCK,42608,4384.24,4165,865.99,20.79207683,safe
JHARKHAND,GUMLA,GUMLA,BLOCK,36891,4365.49,3928.94,861.25,21.92067072,safe
JHARKHAND,GUMLA,KAMDARA,BLOCK,27687,2293.34,2178.67,578.69,26.56161787,safe
JHARKHAND,GUMLA,PALKOT,BLOCK,42978,3957.81,3562.02,352.74,9.902807957,safe
JHARKHAND,GUMLA,RAIDIH,BLOCK,42648,3235.97,3074.15,392.3,12.76125108,safe
JHARKHAND,GUMLA,SISAI,BLOCK,34437,3012.43,2711.19,612.55,22.59339995,safe
JHARKHAND,SIMDEGA,BANO,BLOCK,47177,4732.03,4495.43,310.76,6.912798108,safe
JHARKHAND,SIMDEGA,BANSJOR,BLOCK,13480,973.21,875.89,76.73,8.760232449,safe
JHARKHAND,SIMDEGA,BOLBA,BLOCK,17249,1305.42,1174.87,231.77,19.72728898,safe
JHARKHAND,SIMDEGA,JALDEGA,BLOCK,35089,2676.93,2543.09,358.96,14.11511193,safe
JHARKHAND,SIMDEGA,KERSAI,BLOCK,16022,1171.4,1054.26,122.55,11.62426726,safe
JHARKHAND,SIMDEGA,KOLEBIRA,BLOCK,38336,4087.39,3678.65,429.14,11.66569258,safe
JHARKHAND,SIMDEGA,KURDEG,BLOCK,16850,1274.16,1146.74,212.42,18.52381534,safe
JHARKHAND,SIMDEGA,PAKARDANR,BLOCK,26765,1930.6,1737.54,190.94,10.98909953,safe
JHARKHAND,SIMDEGA,SIMDEGA,BLOCK,39677,3422.15,3251.04,486.76,14.97243959,safe
JHARKHAND,SIMDEGA,THETHAITANGAR,BLOCK,58415,4437.29,3993.56,728.44,18.24036699,safe
JHARKHAND,CHATRA,CHATRA,BLOCK,27557,2025.84,1924.54,740.48,38.4756877,safe
JHARKHAND,CHATRA,GIDHAUR,BLOCK,13658,1442.7,1370.56,478.63,34.92222157,safe
JHARKHAND,CHATRA,HUNTERGANJ,BLOCK,42763,3905.27,3710,1761.84,47.48894879,safe
JHARKHAND,CHATRA,ITKHORI,BLOCK,15044,1174.73,1057.26,643.74,60.88757732,safe
JHARKHAND,CHATRA,KANHACHATTI,BLOCK,18653,1816.84,1635.15,345.15,21.10815522,safe
JHARKHAND,CHATRA,KUNDA,BLOCK,21853,1447.85,1303.07,293.38,22.51452339,safe
JHARKHAND,CHATRA,LAWALONG,BLOCK,33628,1861.44,1675.3,325.59,19.43472811,safe
JHARKHAND,CHATRA,MAYURHUND,BLOCK,11164,916.35,824.72,576.75,69.93282569,safe
JHARKHAND,CHATRA,PATHALGODA,BLOCK,12515,865.31,778.77,443.62,56.96418712,safe
JHARKHAND,CHATRA,PRATAPPUR,BLOCK,31730,2235.47,2123.69,665.29,31.32707693,safe
JHARKHAND,CHATRA,SIMARIA,BLOCK,46890,3233.03,3071.38,1098.42,35.76307718,safe
JHARKHAND,CHATRA,TANDWA,BLOCK,50632,6523.53,5871.18,1539.84,26.22709575,safe
JHARKHAND,KHUNTI,ERKI,BLOCK,29999,2187.61,1968.85,418.62,21.26215811,safe
JHARKHAND,KHUNTI,KARRA,BLOCK,27745,2271.84,2158.25,724.11,33.55079347,safe
JHARKHAND,KHUNTI,KHUNTI,BLOCK,35413,2770.4,2631.88,499.02,18.96059091,safe
JHARKHAND,KHUNTI,MURHU,BLOCK,26103,1970.22,1773.2,616.33,34.75806452,safe
JHARKHAND,KHUNTI,RANIA,BLOCK,20344,1588.12,1429.31,607.42,42.49742883,safe
JHARKHAND,KHUNTI,TORPA,BLOCK,27401,2709.42,2573.95,525.3,20.40832184,safe
JHARKHAND,LATEHAR,BALUMATH,BLOCK,25848,2782.19,2643.08,778.65,29.45994824,safe
JHARKHAND,LATEHAR,BARIATU,BLOCK,24811,2165.7,1949.13,646.37,33.16197483,safe
JHARKHAND,LATEHAR,BARWADIH,BLOCK,30933,2352.06,2234.46,1131.13,50.62207424,safe
JHARKHAND,LATEHAR,CHANDWA,BLOCK,39886,4693.5,4224.14,992.65,23.49945788,safe
JHARKHAND,LATEHAR,GARU,BLOCK,14098,1166.78,1050.1,678.85,64.64622417,safe
JHARKHAND,LATEHAR,HERHANG,BLOCK,18529,1645.52,1563.25,256.23,16.39085239,safe
JHARKHAND,LATEHAR,LATEHAR,BLOCK,24439,2426.11,2183.49,1105.04,50.60888761,safe
JHARKHAND,LATEHAR,MAHUADANR,BLOCK,35583,4904.71,4414.24,514.39,11.65296857,safe
JHARKHAND,LATEHAR,MANIKA,BLOCK,24386,2471.97,2224.77,462.6,20.79316064,safe
JHARKHAND,SARAIKELA KHARSAWAN,ADITYAPUR (GAMHARIA),BLOCK,23767,2377.68,2258.75,1049.55,46.46596569,safe
JHARKHAND,SARAIKELA KHARSAWAN,CHANDIL,BLOCK,27069,2363.54,2127.18,470.4,22.11378445,safe
JHARKHAND,SARAIKELA KHARSAWAN,GOBINDPUR,BLOCK,32409,2961.89,2665.7,369.22,13.8507709,safe
JHARKHAND,SARAIKELA KHARSAWAN,ICHAGARH,BLOCK,23512,1391.85,1252.67,227.17,18.13486393,safe
JHARKHAND,SARAIKELA KHARSAWAN,KHARSAWAN,BLOCK,17074,1555.01,1399.51,321.69,22.98590221,safe
JHARKHAND,SARAIKELA KHARSAWAN,KUCHAI,BLOCK,29340,2394.88,2275.14,259.4,11.40149617,safe
JHARKHAND,SARAIKELA KHARSAWAN,KUKRU,BLOCK,11507,987.58,888.82,130.84,14.72064085,safe
JHARKHAND,SARAIKELA KHARSAWAN,NIMDIH,BLOCK,19065,1680.53,1512.47,322.6,21.32934868,safe
JHARKHAND,SARAIKELA KHARSAWAN,SERAIKELA,BLOCK,19058,2100.4,1890.36,575.73,30.4561036,safe
JHARKHAND,GARHWA,BARDIHA,BLOCK,3602,480.27,432.24,173.22,40.07495836,safe
JHARKHAND,GARHWA,BHANDARIA,BLOCK,53018,4365.82,3929.24,544.99,13.87011229,safe
JHARKHAND,GARHWA,BHAWANATHPUR,BLOCK,20981,3034.17,2730.75,2212.93,81.03744393,Semi-Critical
JHARKHAND,GARHWA,BISHUNPURA,BLOCK,6158,1389.5,1250.54,263.16,21.04370912,safe
JHARKHAND,GARHWA,CHINIA,BLOCK,24783,1613.4,1532.73,136.35,8.895891644,safe
JHARKHAND,GARHWA,DANDA,BLOCK,2049,213.63,192.26,69.34,36.0657443,safe
JHARKHAND,GARHWA,DANDAI,BLOCK,10233,820.7,738.63,357.84,48.44644815,safe
JHARKHAND,GARHWA,DHURKI,BLOCK,16255,1009.69,908.72,361.49,39.78013029,safe
JHARKHAND,GARHWA,GARHWA,BLOCK,17591,1961.93,1765.74,679.99,38.51019969,safe
